Problem Name,Step Name,KC(Default),E Conceptual,E Resolución,Dificultad
EG30,(-1-6)*-2, Eliminate Parens,0.0,0.0,1
EG30,-7*-2, nan,0.0,0.0,1
EG30,(-10-7)*10, Eliminate Parens,0.5,0.0,5
EG30,-17*10, nan,0.0,0.0,1
EG30,(-1+5)*-7, Eliminate Parens,0.0,0.6,6
EG30,4*-7, nan,0.0,0.0,1
EG30,(8-2)*-10, Eliminate Parens,0.0,0.0,1
EG30,6*-10, nan,0.0,0.0,1
EG30,(5+6)*4, Eliminate Parens,0.0,0.0,1
EG30,11*4, nan,0.0,0.0,1
EG30,(-6-7)*4, Eliminate Parens,0.0,0.0,1
EG30,-13*4, nan,0.0,0.0,1
EG30,(-3-7)*6, Eliminate Parens,0.0,0.0,1
EG30,-10*6, nan,0.0,0.0,1
EG30,(-1-4)*-4, Eliminate Parens,0.0,0.0,1
EG30,-5*-4, nan,0.0,0.0,1
EG30,(1+6)*5, Eliminate Parens,0.0,0.0,1
EG30,7*5, nan,0.0,0.0,1
EG30,(8-5)*2, Eliminate Parens,0.0,0.0,1
EG30,16-10, Consolidate vars with coeff,0.0,0.0,1
EG30,(-6+0)*-6, Eliminate Parens,0.0,0.0,1
EG30,-6*-6, nan,0.0,0.0,1
EG30,(-9-7)*-7, Eliminate Parens,0.0,0.0,1
EG30,-16*-7, nan,0.0,0.0,1
EG30,(7+7)*-9, Eliminate Parens,0.0,0.0,1
EG30,14*-9, nan,0.0,0.0,1
EG30,(-8-10)*-6, Eliminate Parens,0.0,0.0,1
EG30,-18*-6, nan,0.0,0.0,1
EG30,(-7-4)*2, Eliminate Parens,0.0,0.0,1
EG30,-11*2, nan,0.0,0.0,1
EG30,(-7-10)*8, Eliminate Parens,0.0,0.0,1
EG30,-17*8, nan,0.0,0.0,1
EG30,(-9-2)*-3, Eliminate Parens,0.0,0.0,1
EG30,(-5-4)*-3, Eliminate Parens,0.0,0.0,1
EG30,-9*-3, nan,0.0,0.0,1
EG30,(5-1)*-8, Eliminate Parens,0.0,0.0,1
EG30,(-1-6)*-5, Eliminate Parens,0.0,0.0,1
EG30,-7*-5, nan,0.0,0.0,1
EG30,(-3+7)*-4, Eliminate Parens,0.0,0.0,1
EG30,4*-4, nan,0.0,0.0,1
EG30,(-6+2)*-1, Eliminate Parens,0.0,0.0,1
EG30,-4*-1, nan,0.0,0.0,1
EG30,(5-4)*10, Eliminate Parens,0.6,0.0,6
EG30,1*10, nan,0.25,0.0,3
EG30,(1+3)*-6, Eliminate Parens,0.6667,0.0,7
EG30,4*-6, nan,0.0,0.0,1
EG30,(10-1)*6, Eliminate Parens,0.0,0.0,1
EG30,9*6, nan,0.0,0.0,1
EG30,(-4-5)*-8, Eliminate Parens,0.0,0.0,1
EG30,(1+0)*-5, Eliminate Parens,0.0,0.0,1
EG30,(-2-3)*-4, Eliminate Parens,0.0,0.0,1
EG30,(-3-4)*-6, Eliminate Parens,0.0,0.0,1
EG30,-7*-6, nan,0.0,0.0,1
EG30,(-3-1)*-8, Eliminate Parens,0.0,0.0,1
EG30,-4*-8, nan,0.0,0.0,1
EG30,(-6-2)*-2, Eliminate Parens,0.0,0.0,1
EG30,-8*-2, nan,0.0,0.0,1
EG30,(8-3)*-3, Eliminate Parens,0.0,0.0,1
EG30,(-8+3)*-3, Eliminate Parens,0.0,0.0,1
EG30,-5*-3, nan,0.0,0.0,1
EG30,(-3-3)*-9, Eliminate Parens,0.0,0.0,1
EG30,-6*-9, nan,0.0,0.0,1
EG30,(-2-2)*3, Eliminate Parens,0.0,0.0,1
EG30,-4*3, nan,0.0,0.0,1
EG30,(-4+7)*-3, Eliminate Parens,0.0,0.0,1
EG30,3*-3, nan,0.0,0.0,1
EG30,(5+1)*7, Eliminate Parens,0.0,0.0,1
EG30,6*7, nan,0.0,0.0,1
EG30,(1+7)*-2, Eliminate Parens,0.0,0.0,1
EG30,8*-2, nan,0.0,0.0,1
EG30,(-8-5)*-4, Eliminate Parens,0.0,0.0,1
EG30,-13*-4, nan,0.0,0.0,1
EG30,(-5-5)*-3, Eliminate Parens,0.0,0.0,1
EG30,-10*-3, nan,0.0,0.0,1
EG30,(-6-2)*-4, Eliminate Parens,0.0,0.0,1
EG30,-8*-4, nan,0.0,0.0,1
EG30,(3-4)*-3, Eliminate Parens,0.0,0.0,1
EG30,(-1-7)*-6, Eliminate Parens,0.0,0.0,1
EG30,-8*-6, nan,0.3333,0.0,3
EG30,(-7-1)*-2, Eliminate Parens,0.0,0.0,1
EG30,(-1+0)*-5, Eliminate Parens,0.0,0.0,1
EG30,-1*-5, nan,0.2143,0.0,2
EG30,(8-5)*-6, Eliminate Parens,0.0,0.0,1
EG30,3*-6, nan,0.0,0.0,1
EG30,(-2-6)*-6, Eliminate Parens,0.5,0.0,5
EG30,(-7-7)*-9, Eliminate Parens,0.0,0.0,1
EG30,-14*-9, nan,0.0,0.0,1
EG30,(-4-5)*-7, Eliminate Parens,0.0,0.0,1
EG30,(6-3)*-7, Eliminate Parens,0.0,0.0,1
EG30,3*-7, nan,0.0,0.0,1
EG30,(1-6)*-9, Eliminate Parens,0.0,0.0,1
EG30,-5*-9, nan,0.0,0.0,1
EG30,(-8-3)*-4, Eliminate Parens,0.0,0.0,1
EG30,-11*-4, nan,0.0,0.0,1
EG30,(-1-3)*-2, Eliminate Parens,0.5,0.0,5
EG30,-4*-2, nan,0.0,0.0,1
EG30,(-2+1)*-5, Eliminate Parens,0.0,0.0,1
EG30,1*5, nan,0.5,0.0,5
EG30,(-8-7)*2, Eliminate Parens,0.5,0.0,5
EG30,-15*2, nan,0.0,0.0,1
EG30,(-8-9)*-5, Eliminate Parens,0.5,0.0,5
EG30,-17*-5, nan,0.0,0.0,1
EG30,(-4+0)*-9, Eliminate Parens,0.5,0.0,5
EG30,-4*-9, nan,0.0,0.0,1
EG30,(-8-3)*-9, Eliminate Parens,0.5,0.0,5
EG30,-11*-9, nan,0.3333,0.0,3
EG30,(-8+1)*7, Eliminate Parens,0.0,0.0,1
EG30,-7*7, nan,0.0,0.0,1
EG30,(-9+0)*8, Eliminate Parens,0.0,0.0,1
EG30,-9*8, nan,0.0,0.0,1
EG30,(0-3)*-9, Eliminate Parens,0.0,0.0,1
EG30,-3*-9, nan,0.0,0.0,1
EG30,(-3+8)*-9, Eliminate Parens,0.25,0.0,3
EG30,5*-9, nan,0.0,0.0,1
EG30,(-5+4)*-5, Eliminate Parens,0.0,0.0,1
EG30,(-10+9)*6, Eliminate Parens,0.0,0.0,1
EG30,-1*6, nan,0.0,0.0,1
EG30,(-2+5)*-8, Eliminate Parens,0.0,0.0,1
EG30,3*-8, nan,0.0,0.0,1
EG30,(-7-4)*6, Eliminate Parens,0.5,0.0,5
EG30,-11*6, nan,0.0,0.0,1
EG30,(-1-4)*-5, Eliminate Parens,0.5,0.0,5
EG30,-5*-5, nan,0.0,0.0,1
EG30,(-5-1)*-6, Eliminate Parens,0.0,0.0,1
EG30,(-5+0)*-4, Eliminate Parens,0.5,0.0,5
EG30,(-2+5)*1, Eliminate Parens,0.0,0.0,1
EG30,3*1, nan,0.0,0.0,1
EG30,(3-6)*-1, Eliminate Parens,0.0,0.0,1
EG30,-3*-1, nan,0.0,0.0,1
EG30,(-1-4)*-7, Eliminate Parens,0.0,0.0,1
EG30,-5*-7, nan,0.0,0.0,1
EG30,(9-6)*6, Eliminate Parens,0.0,0.0,1
EG30,3*6, nan,0.0,0.0,1
EG30,(-2-6)*-10, Eliminate Parens,0.0,0.0,1
EG30,-8*-10, nan,0.0,0.0,1
EG30,(7-9)*5, Eliminate Parens,0.0,0.0,1
EG30,-2*5, nan,0.0,0.0,1
EG30,(-7+0)*-1, Eliminate Parens,0.0,0.0,1
EG30,-7*-1, nan,0.2857,0.0,3
EG30,(-6-8)*-2, Eliminate Parens,0.0,0.0,1
EG30,(-5-6)*-1, Eliminate Parens,0.0,0.0,1
EG30,-11*-1, nan,0.0,0.0,1
EG30,(3-9)*-4, Eliminate Parens,0.0,0.0,1
EG30,-6*-4, nan,0.0,0.0,1
EG30,(-8-6)*-7, Eliminate Parens,0.0,0.6,6
EG30,(7+0)*-9, Eliminate Parens,0.0,0.0,1
EG30,7*-9, nan,0.0,0.0,1
EG30,(-10+3)*-1, Eliminate Parens,0.0,0.0,1
EG30,(-3-4)*6, Eliminate Parens,0.5,0.0,5
EG30,-7*6, nan,0.6667,0.0,7
EG30,(-4-6)*-8, Eliminate Parens,0.0,0.0,1
EG30,-10*-8, nan,0.0,0.0,1
EG30,(-9-7)*-9, Eliminate Parens,0.0,0.0,1
EG30,-16*-9, nan,0.0,0.0,1
EG30,(-9-5)*-2, Eliminate Parens,0.0,0.0,1
EG30,-14*-2, nan,0.0,0.0,1
EG30,(-1-9)*7, Eliminate Parens,0.0,0.0,1
EG30,-10*7, nan,0.0,0.0,1
EG30,(-5-4)*4, Eliminate Parens,0.0,0.0,1
EG30,-9*4, nan,0.5,0.0,5
EG30,(-2+1)*1, Eliminate Parens,0.0,0.0,1
EG30,(3-1)*6, Eliminate Parens,0.0,0.0,1
EG30,2*6, nan,0.0,0.0,1
EG30,(-2-3)*8, Eliminate Parens,0.0,0.0,1
EG30,-5*8, nan,0.0,0.0,1
EG30,(10+7)*-4, Eliminate Parens,0.0,0.0,1
EG30,17*-4, nan,0.5,0.0,5
EG30,(-10-10)*-6, Eliminate Parens,0.1429,0.2857,4
EG30,-20*-6, nan,0.0,0.0,1
EG30,(7-5)*2, Eliminate Parens,0.0,0.0,1
EG30,2*2, nan,0.5,0.0,5
EG30,(-2-3)*-2, Eliminate Parens,0.0,0.0,1
EG30,(0-7)*4, Eliminate Parens,0.0,0.0,1
EG30,0-28, Consolidate vars with coeff,0.0,0.0,1
EG30,(-6-3)*-3, Eliminate Parens,0.5,0.0,5
EG30,18+9, Consolidate vars with coeff,0.0,0.0,1
EG30,49+49, Consolidate vars with coeff,0.0,0.0,1
EG30,12-21, Consolidate vars with coeff,0.0,0.0,1
EG30,(6-3)*-1, Eliminate Parens,0.0,0.0,1
EG30,-6+3, Consolidate vars with coeff,0.0,0.0,1
EG30,(-9-4)*-5, Eliminate Parens,0.0,0.0,1
EG30,45+20, Consolidate vars with coeff,0.0,0.0,1
EG28,3-1*-6," Select Multiply/Divide, nested",0.5,0.0,5
EG28,FinalAnswer, combine-like-terms-sp~~perform-mult-whole-sp,0.5572,0.0788,6
EG28,FinalAnswer, perform-mult-whole-sp~~combine-like-terms-sp,0.4,0.2,6
EG28,3+6, Consolidate vars with coeff,0.0,0.0,1
EG28,-8-3*4," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-8-12, Consolidate vars with coeff,0.0,0.0,1
EG28,5-1*-2," Select Multiply/Divide, nested",0.0,0.0,1
EG28,5+2, Consolidate vars with coeff,0.0,0.0,1
EG28,6-2*5," Select Multiply/Divide, nested",0.0,0.0,1
EG28,6-10, Consolidate vars with coeff,0.0,0.0,1
EG28,-10+4*-3," Select Multiply/Divide, nested",0.75,0.0,8
EG28,-10-12, Consolidate vars with coeff,0.0,0.0,1
EG28,-4-4*-8," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-4+32, Consolidate vars with coeff,0.0,0.0,1
EG28,-7-7*-9," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-7+63, Consolidate vars with coeff,0.0,0.0,1
EG28,-7-8*-9," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-7+72, Consolidate vars with coeff,0.0,0.0,1
EG28,-2+4*-9," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-2-36, Consolidate vars with coeff,0.0,0.0,1
EG28,4-6*0, nan,0.0,0.0,1
EG28,4-0, Consolidate vars with coeff,0.0,0.0,1
EG28,-1-9*3," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-1-27, Consolidate vars with coeff,0.0,0.0,1
EG28,-3-5*1," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-3-5, Consolidate vars with coeff,0.0,0.0,1
EG28,10-9*-4," Select Multiply/Divide, nested",0.0,0.0,1
EG28,10+36, Consolidate vars with coeff,0.0,0.0,1
EG28,-5-4*7," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-5-28, Consolidate vars with coeff,0.0,0.0,1
EG28,-3-3*-1," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-3+3, Consolidate vars with coeff,0.0,0.0,1
EG28,-10-10*-7," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-10+70, Consolidate vars with coeff,0.0,0.0,1
EG28,-1-6*-6," Select Multiply/Divide, nested",0.3,0.0,3
EG28,6-7*3," Select Multiply/Divide, nested",0.0,0.0,1
EG28,6-21, Consolidate vars with coeff,0.0,0.0,1
EG28,-3+3*-3," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-3-9, Consolidate vars with coeff,0.0,0.0,1
EG28,-7-4*7," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-7-28, Consolidate vars with coeff,0.0,0.0,1
EG28,-2-4*9," Select Multiply/Divide, nested",0.0,0.0,1
EG28,3+5*-9," Select Multiply/Divide, nested",0.0,0.0,1
EG28,3-45, Consolidate vars with coeff,0.0,0.0,1
EG28,2+6*1," Select Multiply/Divide, nested",0.0,0.0,1
EG28,2+6, Consolidate vars with coeff,0.0,0.0,1
EG28,-10-5*1," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-10-5, Consolidate vars with coeff,0.0,0.0,1
EG28,5-6*-6," Select Multiply/Divide, nested",0.4286,0.0,4
EG28,-2+7*-1," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-2-7, Consolidate vars with coeff,0.5,0.0,5
EG28,3-9*3," Select Multiply/Divide, nested",0.0,0.0,1
EG28,3-27, Consolidate vars with coeff,0.0,0.0,1
EG28,-8+9*-8," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-8-72, Consolidate vars with coeff,0.0,0.0,1
EG28,-6+0*-10, nan,0.5,0.0,5
EG28,-6+0, Consolidate vars with coeff,0.0,0.0,1
EG28,2-3*-9," Select Multiply/Divide, nested",0.0,0.0,1
EG28,2+27, Consolidate vars with coeff,0.0,0.0,1
EG28,9+0*5," Select Multiply/Divide, nested",0.0,0.0,1
EG28,9+0, Consolidate vars with coeff,0.0,0.0,1
EG28,9-7*-1," Select Multiply/Divide, nested",0.0,0.0,1
EG28,9+7, Consolidate vars with coeff,0.0,0.0,1
EG28,-7+6*6," Select Multiply/Divide, nested",0.0,0.0,1
EG28,36-7, Consolidate vars with coeff,0.0,0.0,1
EG28,-4-7*10," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-4-70, Consolidate vars with coeff,0.0,0.0,1
EG28,-5+7*-2," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-5-14, Consolidate vars with coeff,0.0,0.0,1
EG28,-9-6*-9," Select Multiply/Divide, nested",0.25,0.0,3
EG28,-9+54, Consolidate vars with coeff,0.0,0.0,1
EG28,-9-5*-1," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-4-10*10," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-4-100, Consolidate vars with coeff,0.0,0.0,1
EG28,-4-5*7," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-4-35, Consolidate vars with coeff,0.0,0.0,1
EG28,-4-10*-5," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-4+50, Consolidate vars with coeff,0.0,0.0,1
EG28,2+2*-4," Select Multiply/Divide, nested",0.0,0.0,1
EG28,2-8, Consolidate vars with coeff,0.0,0.0,1
EG28,-7+4*-5," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-7-20, Consolidate vars with coeff,0.0,0.0,1
EG28,4-5*-7," Select Multiply/Divide, nested",0.5,0.0,5
EG28,4+35, Consolidate vars with coeff,0.0,0.0,1
EG28,-4-6*-5," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-4+30, Consolidate vars with coeff,0.0,0.0,1
EG28,-7-5*-6," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-7+30, Consolidate vars with coeff,0.0,0.0,1
EG28,-8-9*-3," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-8+27, Consolidate vars with coeff,0.0,0.0,1
EG28,-8-3*-1," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-8+3, Consolidate vars with coeff,0.0,0.0,1
EG28,-7-4*-7," Select Multiply/Divide, nested",0.3333,0.0,3
EG28,-4-10*-7," Select Multiply/Divide, nested",0.6,0.0,6
EG28,-4+70, Consolidate vars with coeff,0.0,0.0,1
EG28,-6-6*-1," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-6+6, Consolidate vars with coeff,0.0,0.0,1
EG28,-6-1*-6," Select Multiply/Divide, nested",0.1724,0.1724,3
EG28,-6+2*2," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-6+4, Consolidate vars with coeff,0.0,0.0,1
EG28,-7-9*-6," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-7+54, Consolidate vars with coeff,0.0,0.0,1
EG28,-2-4*-9," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-2+36, Consolidate vars with coeff,0.0,0.0,1
EG28,2+2*5," Select Multiply/Divide, nested",0.0,0.0,1
EG28,2+10, Consolidate vars with coeff,0.0,0.0,1
EG28,-1-5*6," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-1-30, Consolidate vars with coeff,0.0,0.0,1
EG28,-6-7*-2," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-6+14, Consolidate vars with coeff,0.0,0.0,1
EG28,6-6*-6," Select Multiply/Divide, nested",0.0,0.0,1
EG28,6+36, Consolidate vars with coeff,0.0,0.0,1
EG28,-7-4*-6," Select Multiply/Divide, nested",0.3333,0.0,3
EG28,-7+24, Consolidate vars with coeff,0.0,0.0,1
EG28,3-4*-2," Select Multiply/Divide, nested",0.0,0.0,1
EG28,3+8, Consolidate vars with coeff,0.0,0.0,1
EG28,-8-4*-7," Select Multiply/Divide, nested",0.0,0.0,1
EG28,28-8, Consolidate vars with coeff,0.0,0.0,1
EG28,-5-4*-1," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-5+0*-5, nan,0.0,0.0,1
EG28,-5+0, Consolidate vars with coeff,0.1875,0.0,2
EG28,-2+9*7," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-2+63, Consolidate vars with coeff,0.0,0.0,1
EG28,9-2*-9," Select Multiply/Divide, nested",0.3333,0.0,3
EG28,9+18, Consolidate vars with coeff,0.0,0.0,1
EG28,7+8*5," Select Multiply/Divide, nested",0.0,0.0,1
EG28,40+7, Consolidate vars with coeff,0.0,0.0,1
EG28,2-6*-7," Select Multiply/Divide, nested",0.0,0.0,1
EG28,42+2, Consolidate vars with coeff,0.0,0.0,1
EG28,-6+10*-7," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-6-70, Consolidate vars with coeff,0.0,0.0,1
EG28,6-1*9," Select Multiply/Divide, nested",0.5,0.0,5
EG28,6-9, Consolidate vars with coeff,0.0,0.0,1
EG28,-3+0*-4, nan,0.0,0.0,1
EG28,5-3*-4," Select Multiply/Divide, nested",0.6667,0.0,7
EG28,-6-1*1," Select Multiply/Divide, nested",0.6667,0.0,7
EG28,-6-1, Consolidate vars with coeff,0.0,0.0,1
EG28,-7+0*-7, nan,0.0,0.0,1
EG28,-7+0, Consolidate vars with coeff,0.0,0.0,1
EG28,-10+1*4," Select Multiply/Divide, nested",0.0,0.0,1
EG28,4-10, Consolidate vars with coeff,0.0,0.0,1
EG28,1+7*-9," Select Multiply/Divide, nested",0.0,0.0,1
EG28,1-63, Consolidate vars with coeff,0.0,0.0,1
EG28,-6-5*-8," Select Multiply/Divide, nested",0.2,0.4,6
EG28,-6+40, Consolidate vars with coeff,0.25,0.5,8
EG28,5+4*-3," Select Multiply/Divide, nested",0.25,0.5,8
EG28,5-12, Consolidate vars with coeff,0.0,0.0,1
EG28,9-2*8," Select Multiply/Divide, nested",0.5,0.0,5
EG28,9-16, Consolidate vars with coeff,0.0,0.0,1
EG28,-1+4*8," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-1+32, Consolidate vars with coeff,0.0,0.0,1
EG28,2-2*-4," Select Multiply/Divide, nested",0.0,0.0,1
EG28,2+8, Consolidate vars with coeff,0.0,0.0,1
EG28,-5-8*-10," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-5+80, Consolidate vars with coeff,0.0,0.0,1
EG28,3-5*-5," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-4-1*-4," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-4+4, Consolidate vars with coeff,0.0,0.0,1
EG28,6+7*-6," Select Multiply/Divide, nested",0.5,0.0,5
EG28,6-42, Consolidate vars with coeff,0.0,0.0,1
EG28,-1-8*-1," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-1+8, Consolidate vars with coeff,0.0,0.0,1
EG28,-1-2*-1, Consolidate vars with coeff,0.0,0.0,1
EG28,2*-11R1, nan,0.0,0.0,1
EG28,constant terms1R1, nan,0.0,0.0,1
EG28,2*-1R2, nan,0.5,0.0,5
EG28,constant termsR2, nan,0.0,0.0,1
EG28,1-5*-2," Select Multiply/Divide, nested",0.5,0.0,5
EG28,1+10, Consolidate vars with coeff,0.5,0.0,5
EG28,3-2*-4," Select Multiply/Divide, nested",0.0,0.0,1
EG28,7+2*4," Select Multiply/Divide, nested",0.0,0.0,1
EG28,7+8, Consolidate vars with coeff,0.0,0.0,1
EG28,-7-1*-1," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-7+1, Consolidate vars with coeff,0.0,0.0,1
EG28,-5+0*9," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-8+8*-2," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-2+9*3," Select Multiply/Divide, nested",0.6,0.0,6
EG28,-2+27, Consolidate vars with coeff,0.5,0.0,5
EG28,-3-6*-1," Select Multiply/Divide, nested",0.6667,0.0,7
EG28,-3+6, Consolidate vars with coeff,0.0,0.0,1
EG28,6+7*-3," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-4+10*-2," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-4-20, Consolidate vars with coeff,0.0,0.0,1
EG28,9+1*-5," Select Multiply/Divide, nested",0.5,0.0,5
EG28,9-5, Consolidate vars with coeff,0.0,0.0,1
EG28,-1+4*-1," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-1-4, Consolidate vars with coeff,0.0,0.0,1
EG28,-2-2*0, nan,0.0,0.0,1
EG28,-2-0, Consolidate vars with coeff,0.0,0.0,1
EG28,8+7*-2," Select Multiply/Divide, nested",0.0,0.0,1
EG28,8-14, Consolidate vars with coeff,0.0,0.0,1
EG28,2+7*-7," Select Multiply/Divide, nested",0.0,0.0,1
EG28,2-49, Consolidate vars with coeff,0.0,0.0,1
EG28,6+9*-4," Select Multiply/Divide, nested",0.2,0.0,2
EG28,6-36, Consolidate vars with coeff,0.0,0.0,1
EG28,-9-4*4," Select Multiply/Divide, nested",0.3333,0.0,3
EG28,-9-16, Consolidate vars with coeff,0.6667,0.0,7
EG28,-8+0*-1," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-8+0, Consolidate vars with coeff,0.0,0.0,1
EG28,-9+0*7," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-9+0, Consolidate vars with coeff,0.25,0.0,3
EG28,-7-4*-9," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-7+36, Consolidate vars with coeff,0.0,0.0,1
EG28,-9-5*-5," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-9+25, Consolidate vars with coeff,0.0,0.0,1
EG28,-3+2*-6," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-3-12, Consolidate vars with coeff,0.0,0.0,1
EG28,2-5*-1," Select Multiply/Divide, nested",0.0,0.0,1
EG28,2+5, Consolidate vars with coeff,0.0,0.0,1
EG28,-3+8*0," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-3+0, Consolidate vars with coeff,0.0,0.0,1
EG28,-10-8*-6," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-10+48, Consolidate vars with coeff,0.0,0.0,1
EG28,9+0*1," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-4+2*1," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-4+2, Consolidate vars with coeff,0.0,0.0,1
EG28,-5-9*-5," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-5+45, Consolidate vars with coeff,0.25,0.0,3
EG28,5-8*-7," Select Multiply/Divide, nested",0.5,0.0,5
EG28,5+56, Consolidate vars with coeff,0.0,0.0,1
EG28,-7-3*-3," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-7+9, Consolidate vars with coeff,0.0,0.0,1
EG28,1-3*-8," Select Multiply/Divide, nested",0.5,0.0,5
EG28,1-10*-7," Select Multiply/Divide, nested",0.0,0.0,1
EG28,1+70, Consolidate vars with coeff,0.0,0.0,1
EG28,8+0*10," Select Multiply/Divide, nested",0.0,0.0,1
EG28,8+0, Consolidate vars with coeff,0.0,0.0,1
EG28,-2+10*-7," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-2-70, Consolidate vars with coeff,0.0,0.0,1
EG28,-1-2*-8," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-1+16, Consolidate vars with coeff,0.0,0.0,1
EG28,-5-7*-2," Select Multiply/Divide, nested",0.3333,0.0,3
EG28,-5+14, Consolidate vars with coeff,0.0,0.0,1
EG28,1+1*-9," Select Multiply/Divide, nested",0.5,0.0,5
EG28,1-9, Consolidate vars with coeff,0.0,0.0,1
EG28,-6-6*5," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-6-30, Consolidate vars with coeff,0.0,0.0,1
EG28,-2+4*-7," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-2-28, Consolidate vars with coeff,0.5,0.0,5
EG28,-5-7*-1," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-5+7, Consolidate vars with coeff,0.0,0.0,1
EG28,-1-3*4," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-1-12, Consolidate vars with coeff,0.0,0.0,1
EG28,6-3*-9," Select Multiply/Divide, nested",0.0,0.0,1
EG28,6+27, Consolidate vars with coeff,0.0,0.0,1
EG28,2+3*-3," Select Multiply/Divide, nested",0.0,0.0,1
EG28,2-9, Consolidate vars with coeff,0.0,0.0,1
EG28,6+1*0," Select Multiply/Divide, nested",0.0,0.0,1
EG28,6+0, Consolidate vars with coeff,0.0,0.0,1
EG28,-7-8*-5," Select Multiply/Divide, nested",0.5,0.0,5
EG28,-7+40, Consolidate vars with coeff,0.5,0.0,5
EG28,4-9*-3," Select Multiply/Divide, nested",0.0,0.0,1
EG28,4+27, Consolidate vars with coeff,0.0,0.0,1
EG28,-8+5*-8," Select Multiply/Divide, nested",0.3333,0.0,3
EG28,-8-40, Consolidate vars with coeff,0.0,0.0,1
EG28,-6-6*6," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-5+8*-6," Select Multiply/Divide, nested",0.75,0.0,8
EG28,-5-48, Consolidate vars with coeff,0.0,0.0,1
EG28,-10+9*-2," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-10-18, Consolidate vars with coeff,0.0,0.0,1
EG28,-5-9*-6," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-5+54, Consolidate vars with coeff,0.0,0.0,1
EG28,-6+4*8," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-6+32, Consolidate vars with coeff,0.0,0.0,1
EG28,5+4*-10," Select Multiply/Divide, nested",0.5,0.0,5
EG28,5-40, Consolidate vars with coeff,0.3333,0.0,3
EG28,-1-3*-4," Select Multiply/Divide, nested",0.0,0.0,1
EG28,-1+12, Consolidate vars with coeff,0.0,0.0,1
